,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,ContinentName,cluster_final
11005,S,F,60000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
11006,M,F,70000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
11007,S,M,70000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
11008,S,F,70000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
11009,M,F,70000.0,4.0,3.0,Partial College,Professional,North America,0.0
11010,M,F,70000.0,4.0,3.0,Partial College,Professional,North America,0.0
11011,S,M,130000.0,2.0,3.0,Bachelors,Management,Europe,0.0
11012,S,M,130000.0,2.0,4.0,Partial College,Professional,Europe,0.0
11013,S,M,150000.0,2.0,3.0,High School,Professional,Europe,0.0
11014,S,M,100000.0,2.0,3.0,High School,Professional,Europe,0.0
11015,M,M,120000.0,3.0,4.0,Partial High School,Professional,Europe,0.0
11016,S,F,160000.0,2.0,4.0,High School,Professional,Europe,0.0
11017,S,M,170000.0,3.0,3.0,Partial College,Professional,Europe,0.0
11018,S,M,110000.0,3.0,4.0,Partial College,Professional,Europe,0.0
11019,M,F,110000.0,3.0,4.0,Partial College,Professional,Europe,0.0
11020,S,F,110000.0,3.0,4.0,Partial College,Professional,Europe,0.0
11021,S,F,80000.0,3.0,1.0,Partial College,Professional,Europe,0.0
11022,M,F,70000.0,5.0,1.0,High School,Professional,Europe,0.0
11023,M,M,60000.0,3.0,1.0,Partial High School,Skilled Manual,Europe,0.0
11024,M,M,60000.0,3.0,1.0,Partial High School,Skilled Manual,Europe,0.0
11025,S,F,90000.0,5.0,0.0,Partial College,Professional,Europe,0.0
11026,S,M,130000.0,4.0,4.0,Bachelors,Management,Europe,0.0
11027,M,M,130000.0,4.0,4.0,Partial College,Professional,Europe,0.0
11028,S,M,130000.0,4.0,4.0,Partial College,Professional,Europe,0.0
11029,M,F,80000.0,4.0,2.0,Partial College,Professional,Europe,0.0
11030,S,M,90000.0,4.0,2.0,High School,Professional,Europe,0.0
11031,S,F,120000.0,2.0,5.0,Partial High School,Professional,Europe,0.0
11032,S,M,120000.0,2.0,5.0,Partial High School,Professional,Europe,0.0
11033,S,F,130000.0,4.0,5.0,High School,Professional,Europe,4.0
11034,M,F,170000.0,0.0,4.0,High School,Professional,Europe,6.0
11035,S,F,110000.0,2.0,5.0,Partial College,Professional,Europe,0.0
11036,M,M,120000.0,2.0,5.0,Bachelors,Management,Europe,0.0
11037,S,M,170000.0,0.0,5.0,Bachelors,Management,Europe,0.0
11038,M,M,80000.0,4.0,1.0,Partial College,Professional,Europe,0.0
11039,S,M,80000.0,4.0,1.0,Partial College,Professional,Europe,0.0
11040,M,M,90000.0,4.0,1.0,High School,Professional,Europe,0.0
11041,M,F,160000.0,4.0,5.0,Partial College,Professional,Europe,4.0
11042,S,F,80000.0,4.0,1.0,High School,Professional,Europe,0.0
11043,M,M,130000.0,4.0,5.0,High School,Professional,Europe,4.0
11044,M,M,130000.0,4.0,5.0,High School,Professional,Europe,4.0
11045,S,F,130000.0,4.0,5.0,High School,Professional,Europe,4.0
11046,S,M,150000.0,4.0,5.0,Bachelors,Management,Europe,4.0
11047,S,M,110000.0,4.0,5.0,Partial College,Management,Europe,4.0
11048,M,M,110000.0,4.0,5.0,Partial College,Management,Europe,4.0
11049,M,M,70000.0,5.0,1.0,Partial High School,Skilled Manual,Europe,0.0
11050,S,F,80000.0,5.0,1.0,High School,Management,Europe,0.0
11051,M,F,120000.0,4.0,5.0,Partial College,Management,Europe,4.0
11052,S,F,150000.0,3.0,5.0,High School,Management,Europe,0.0
11053,S,F,160000.0,4.0,5.0,High School,Management,Europe,4.0
11054,S,F,80000.0,5.0,1.0,High School,Management,Europe,0.0
11055,S,F,170000.0,5.0,5.0,Partial High School,Professional,Europe,4.0
11056,M,M,70000.0,0.0,0.0,Bachelors,Professional,Asia,0.0
11057,M,M,80000.0,0.0,0.0,Bachelors,Professional,Asia,0.0
11058,M,M,80000.0,0.0,0.0,Bachelors,Professional,Asia,0.0
11059,S,F,80000.0,0.0,0.0,Bachelors,Professional,Asia,0.0
11060,M,M,90000.0,0.0,0.0,Bachelors,Professional,Asia,0.0
11061,M,M,100000.0,0.0,5.0,High School,Management,Asia,6.0
11062,S,M,160000.0,2.0,5.0,High School,Management,Asia,0.0
11063,S,M,90000.0,0.0,0.0,Bachelors,Professional,Asia,0.0
11064,S,F,90000.0,0.0,0.0,Bachelors,Professional,Asia,0.0
11065,S,M,100000.0,0.0,5.0,High School,Management,Asia,6.0
11066,S,F,80000.0,0.0,0.0,Bachelors,Professional,Asia,0.0
11067,M,M,80000.0,0.0,0.0,Bachelors,Professional,Asia,0.0
11068,M,F,80000.0,0.0,0.0,Bachelors,Professional,Asia,0.0
11069,S,F,80000.0,0.0,0.0,Bachelors,Professional,Asia,0.0
11070,S,M,120000.0,0.0,5.0,Partial High School,Professional,Asia,7.0
11071,S,M,100000.0,0.0,5.0,High School,Management,Asia,6.0
11072,S,F,100000.0,0.0,5.0,High School,Management,Asia,6.0
11073,S,F,100000.0,0.0,5.0,Partial High School,Professional,Asia,7.0
11074,S,M,110000.0,0.0,5.0,High School,Management,Asia,6.0
11075,S,M,110000.0,0.0,5.0,High School,Management,Asia,6.0
11076,M,M,40000.0,4.0,0.0,High School,Professional,North America,0.0
11077,M,M,30000.0,4.0,0.0,High School,Professional,North America,0.0
11078,S,F,30000.0,4.0,0.0,High School,Professional,North America,0.0
11079,M,F,30000.0,4.0,0.0,High School,Professional,North America,0.0
11080,S,M,30000.0,4.0,0.0,High School,Professional,North America,0.0
11081,S,M,30000.0,4.0,0.0,High School,Professional,North America,0.0
11082,M,F,40000.0,4.0,0.0,High School,Professional,North America,0.0
11083,S,M,40000.0,4.0,0.0,High School,Professional,North America,0.0
11084,M,F,50000.0,3.0,0.0,Graduate Degree,Management,North America,2.0
11085,S,F,50000.0,3.0,0.0,Graduate Degree,Management,North America,2.0
11086,S,M,50000.0,3.0,0.0,Graduate Degree,Management,North America,2.0
11087,S,M,60000.0,3.0,0.0,Graduate Degree,Management,North America,2.0
11088,S,F,60000.0,3.0,0.0,Graduate Degree,Management,North America,2.0
11089,M,F,60000.0,3.0,0.0,Graduate Degree,Management,North America,2.0
11090,S,F,60000.0,3.0,0.0,Graduate Degree,Management,North America,2.0
11091,M,F,60000.0,3.0,0.0,Graduate Degree,Management,North America,2.0
11092,M,F,60000.0,3.0,0.0,Bachelors,Management,North America,2.0
11093,M,F,60000.0,3.0,0.0,Graduate Degree,Management,North America,2.0
11094,S,M,50000.0,3.0,0.0,Bachelors,Management,North America,2.0
11095,M,M,50000.0,3.0,0.0,Bachelors,Management,North America,2.0
11096,S,F,60000.0,4.0,0.0,Bachelors,Management,North America,2.0
11097,S,F,50000.0,4.0,0.0,Bachelors,Management,North America,2.0
11098,S,M,50000.0,4.0,0.0,Bachelors,Management,North America,2.0
11099,M,M,60000.0,4.0,0.0,Bachelors,Management,North America,2.0
11100,S,M,60000.0,4.0,0.0,Bachelors,Management,North America,2.0
11101,M,M,30000.0,4.0,0.0,High School,Professional,North America,0.0
11102,S,F,30000.0,5.0,0.0,Partial High School,Clerical,North America,0.0
11103,M,M,40000.0,4.0,0.0,High School,Professional,North America,0.0
11104,S,M,20000.0,5.0,0.0,Partial High School,Clerical,North America,0.0
11105,S,M,30000.0,5.0,0.0,Partial High School,Clerical,North America,0.0
11106,S,F,30000.0,2.0,1.0,Partial High School,Skilled Manual,North America,0.0
11107,M,F,40000.0,5.0,0.0,High School,Professional,North America,0.0
11108,S,M,40000.0,5.0,0.0,High School,Professional,North America,0.0
11109,S,F,40000.0,5.0,0.0,High School,Professional,North America,0.0
11110,S,M,40000.0,5.0,0.0,High School,Professional,North America,0.0
11111,S,F,40000.0,5.0,0.0,High School,Professional,North America,0.0
11112,M,M,70000.0,5.0,0.0,Bachelors,Management,North America,3.0
11113,M,F,40000.0,2.0,1.0,High School,Professional,North America,0.0
11114,M,F,40000.0,2.0,1.0,High School,Professional,North America,0.0
11115,M,F,40000.0,2.0,1.0,High School,Professional,North America,0.0
11116,S,M,40000.0,2.0,1.0,High School,Professional,North America,0.0
11117,M,M,40000.0,2.0,1.0,High School,Professional,North America,0.0
11118,S,M,70000.0,2.0,1.0,Bachelors,Management,North America,0.0
11119,S,F,70000.0,2.0,1.0,Bachelors,Management,North America,0.0
11120,M,F,70000.0,2.0,1.0,Bachelors,Management,North America,0.0
11121,S,M,70000.0,2.0,1.0,Bachelors,Management,North America,0.0
11122,M,F,40000.0,2.0,1.0,High School,Professional,North America,0.0
11123,M,F,40000.0,2.0,1.0,High School,Professional,North America,0.0
11124,S,M,40000.0,2.0,1.0,High School,Professional,North America,0.0
11125,M,M,70000.0,2.0,1.0,Partial College,Professional,North America,0.0
11126,M,M,70000.0,2.0,1.0,Partial College,Professional,North America,0.0
11127,S,M,60000.0,2.0,1.0,Bachelors,Management,North America,0.0
11128,M,M,60000.0,2.0,1.0,Partial College,Professional,North America,0.0
11129,S,F,60000.0,2.0,1.0,Partial College,Professional,North America,0.0
11130,S,M,60000.0,2.0,1.0,Bachelors,Management,North America,0.0
11131,M,F,60000.0,2.0,1.0,Bachelors,Management,North America,0.0
11132,S,M,60000.0,2.0,1.0,Bachelors,Management,North America,0.0
11133,M,M,40000.0,2.0,1.0,Partial High School,Skilled Manual,North America,0.0
11134,M,F,40000.0,2.0,1.0,Partial High School,Skilled Manual,North America,0.0
11135,S,M,60000.0,2.0,1.0,Partial College,Professional,North America,0.0
11136,M,M,70000.0,4.0,2.0,Partial College,Professional,North America,0.0
11137,S,M,70000.0,4.0,2.0,Partial College,Professional,North America,0.0
11138,M,M,80000.0,3.0,1.0,Bachelors,Management,North America,0.0
11139,S,M,60000.0,2.0,1.0,High School,Professional,North America,0.0
11140,M,M,60000.0,2.0,1.0,High School,Professional,North America,0.0
11141,M,M,60000.0,2.0,1.0,Partial College,Professional,North America,0.0
11142,M,F,70000.0,4.0,2.0,Partial College,Professional,North America,0.0
11143,S,F,70000.0,2.0,1.0,High School,Professional,North America,0.0
11144,M,M,70000.0,2.0,1.0,Partial High School,Skilled Manual,North America,0.0
11145,M,F,70000.0,2.0,1.0,Partial High School,Skilled Manual,North America,0.0
11146,S,F,70000.0,2.0,1.0,Partial High School,Skilled Manual,North America,0.0
11147,S,M,60000.0,3.0,1.0,Partial High School,Skilled Manual,North America,0.0
11148,M,M,60000.0,0.0,0.0,Graduate Degree,Professional,North America,0.0
11149,S,M,70000.0,4.0,0.0,Graduate Degree,Professional,North America,2.0
11150,S,M,70000.0,4.0,0.0,Graduate Degree,Professional,North America,2.0
11151,M,F,70000.0,4.0,0.0,Graduate Degree,Professional,North America,2.0
11152,S,F,70000.0,5.0,0.0,Graduate Degree,Professional,North America,5.0
11153,S,F,70000.0,5.0,0.0,Graduate Degree,Professional,North America,5.0
11154,M,M,80000.0,2.0,0.0,Graduate Degree,Professional,North America,2.0
11155,M,F,80000.0,3.0,0.0,Graduate Degree,Professional,North America,2.0
11156,S,F,80000.0,3.0,0.0,Graduate Degree,Professional,North America,2.0
11157,S,M,80000.0,0.0,0.0,Bachelors,Management,North America,0.0
11158,S,M,80000.0,0.0,0.0,Bachelors,Management,North America,0.0
11159,M,M,80000.0,0.0,0.0,Bachelors,Management,North America,0.0
11160,M,F,80000.0,0.0,0.0,Bachelors,Management,North America,0.0
11161,S,F,100000.0,1.0,0.0,Bachelors,Management,North America,0.0
11162,M,M,100000.0,1.0,0.0,Bachelors,Management,North America,0.0
11163,S,M,110000.0,0.0,1.0,Graduate Degree,Management,North America,0.0
11164,S,M,110000.0,0.0,1.0,Graduate Degree,Management,North America,0.0
11165,S,F,120000.0,0.0,0.0,Bachelors,Management,North America,0.0
11166,S,M,80000.0,4.0,3.0,Bachelors,Management,North America,0.0
11167,M,F,90000.0,4.0,4.0,Partial College,Skilled Manual,North America,0.0
11168,S,F,90000.0,4.0,4.0,Partial College,Skilled Manual,North America,0.0
11169,M,F,100000.0,3.0,0.0,Bachelors,Management,North America,2.0
11170,S,M,100000.0,3.0,0.0,Bachelors,Management,North America,2.0
11171,M,F,110000.0,2.0,1.0,Graduate Degree,Management,North America,2.0
11172,S,M,110000.0,2.0,1.0,Graduate Degree,Management,North America,2.0
11173,M,M,40000.0,0.0,0.0,High School,Skilled Manual,North America,0.0
11174,S,F,40000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
11175,S,F,40000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
11176,M,M,40000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
11177,M,M,40000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
11178,M,M,40000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
11179,S,F,20000.0,3.0,0.0,High School,Skilled Manual,Asia,0.0
11180,S,F,40000.0,0.0,0.0,High School,Skilled Manual,North America,0.0
11181,M,M,30000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
11182,M,F,30000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
11183,M,F,30000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
11184,M,F,60000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
11185,S,F,60000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
11186,M,M,30000.0,2.0,0.0,Partial College,Clerical,Asia,0.0
11187,M,M,70000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
11188,S,F,90000.0,4.0,4.0,Partial College,Skilled Manual,North America,0.0
11189,S,M,40000.0,0.0,0.0,Bachelors,Professional,North America,0.0
11190,M,M,20000.0,4.0,0.0,High School,Skilled Manual,Asia,0.0
11191,S,M,20000.0,2.0,1.0,Partial High School,Clerical,Asia,0.0
11192,M,F,60000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
11193,M,F,60000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
11194,M,F,60000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
11195,S,F,20000.0,2.0,1.0,Partial High School,Clerical,Asia,0.0
11196,S,M,20000.0,2.0,1.0,Partial High School,Clerical,Asia,0.0
11197,S,M,20000.0,2.0,1.0,Partial High School,Clerical,Asia,0.0
11198,M,F,20000.0,2.0,1.0,Partial High School,Clerical,Asia,0.0
11199,M,M,20000.0,2.0,1.0,Partial High School,Clerical,Asia,0.0
11200,M,F,30000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
11201,S,F,30000.0,3.0,0.0,High School,Skilled Manual,Asia,0.0
11202,S,M,40000.0,2.0,0.0,Partial College,Skilled Manual,Asia,0.0
11203,M,F,40000.0,2.0,0.0,Partial College,Skilled Manual,Asia,0.0
11204,S,F,40000.0,2.0,0.0,Partial College,Skilled Manual,Asia,0.0
11205,S,M,40000.0,3.0,0.0,Partial High School,Clerical,Asia,0.0
11206,M,F,80000.0,2.0,0.0,Partial College,Skilled Manual,Asia,0.0
11207,S,M,80000.0,2.0,0.0,Partial College,Skilled Manual,Asia,0.0
11208,S,M,80000.0,2.0,0.0,Partial College,Skilled Manual,Asia,0.0
11209,M,F,40000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
11210,M,M,40000.0,0.0,0.0,High School,Skilled Manual,North America,0.0
11211,S,F,40000.0,0.0,0.0,High School,Skilled Manual,North America,0.0
11212,M,F,40000.0,0.0,0.0,High School,Skilled Manual,North America,0.0
11213,M,M,60000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
11214,M,F,60000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
11215,M,M,60000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
11216,M,M,50000.0,0.0,0.0,High School,Skilled Manual,North America,0.0
11217,S,M,50000.0,0.0,0.0,High School,Skilled Manual,North America,0.0
11218,S,M,60000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
11219,S,M,70000.0,0.0,0.0,Partial College,Professional,North America,0.0
11220,S,M,80000.0,2.0,0.0,High School,Skilled Manual,Asia,0.0
11221,S,M,80000.0,2.0,0.0,High School,Skilled Manual,Asia,0.0
11222,M,M,80000.0,2.0,0.0,High School,Skilled Manual,Asia,0.0
11223,S,F,70000.0,2.0,0.0,High School,Skilled Manual,Asia,0.0
11224,M,F,70000.0,2.0,0.0,High School,Skilled Manual,Asia,0.0
11225,S,F,100000.0,1.0,0.0,Bachelors,Management,Asia,0.0
11226,S,M,100000.0,1.0,0.0,Bachelors,Management,Asia,0.0
11227,M,F,100000.0,1.0,1.0,Bachelors,Management,Asia,0.0
11228,S,M,100000.0,1.0,1.0,Bachelors,Management,Asia,0.0
11229,M,M,50000.0,0.0,0.0,High School,Professional,North America,0.0
11230,S,M,50000.0,0.0,0.0,High School,Professional,North America,0.0
11231,S,M,60000.0,0.0,0.0,Partial College,Professional,North America,0.0
11232,S,M,60000.0,0.0,0.0,Partial College,Professional,North America,0.0
11233,S,M,60000.0,0.0,0.0,Partial College,Professional,North America,0.0
11234,S,M,130000.0,0.0,1.0,Graduate Degree,Management,North America,0.0
11235,S,M,60000.0,4.0,4.0,Bachelors,Skilled Manual,North America,0.0
11236,S,M,60000.0,4.0,4.0,Bachelors,Skilled Manual,North America,0.0
11237,M,M,60000.0,4.0,2.0,Bachelors,Skilled Manual,North America,0.0
11238,S,M,60000.0,4.0,2.0,Bachelors,Skilled Manual,North America,0.0
11239,S,F,40000.0,0.0,0.0,Bachelors,Professional,North America,0.0
11240,M,M,70000.0,4.0,2.0,Bachelors,Professional,North America,0.0
11241,S,F,70000.0,4.0,2.0,Bachelors,Professional,North America,0.0
11242,S,F,70000.0,0.0,0.0,Bachelors,Professional,North America,0.0
11243,S,F,70000.0,0.0,0.0,Bachelors,Professional,North America,0.0
11244,S,F,70000.0,0.0,0.0,Bachelors,Professional,North America,0.0
11245,M,M,70000.0,4.0,2.0,Bachelors,Professional,North America,0.0
11246,S,M,70000.0,1.0,0.0,Bachelors,Professional,North America,0.0
11247,M,F,70000.0,1.0,0.0,Bachelors,Professional,North America,0.0
11248,S,F,70000.0,1.0,0.0,Bachelors,Professional,North America,0.0
11249,S,F,60000.0,1.0,0.0,Bachelors,Professional,North America,0.0
11250,M,M,60000.0,1.0,0.0,Partial College,Skilled Manual,North America,0.0
11251,M,F,60000.0,1.0,0.0,Partial College,Skilled Manual,North America,0.0
11252,M,F,60000.0,1.0,0.0,Partial College,Skilled Manual,North America,0.0
11253,M,F,40000.0,4.0,2.0,High School,Skilled Manual,North America,0.0
11254,M,F,40000.0,4.0,2.0,High School,Skilled Manual,North America,0.0
11255,S,M,60000.0,1.0,0.0,Partial College,Skilled Manual,North America,0.0
11256,M,F,60000.0,1.0,0.0,Partial College,Skilled Manual,North America,0.0
11257,M,M,60000.0,1.0,0.0,Partial College,Skilled Manual,North America,0.0
11258,M,F,60000.0,1.0,0.0,Partial College,Skilled Manual,North America,0.0
11259,M,M,60000.0,1.0,0.0,Partial College,Skilled Manual,North America,0.0
11260,M,M,60000.0,1.0,0.0,Partial College,Skilled Manual,North America,0.0
11261,S,M,40000.0,4.0,2.0,High School,Skilled Manual,North America,0.0
11262,M,M,40000.0,4.0,2.0,High School,Skilled Manual,North America,0.0
11263,M,M,40000.0,4.0,2.0,High School,Skilled Manual,North America,0.0
11264,S,F,60000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
11265,S,M,60000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
11266,S,F,60000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
11267,S,M,60000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
11268,S,M,60000.0,0.0,0.0,Partial College,Skilled Manual,North America,0.0
11269,M,F,60000.0,1.0,0.0,Partial College,Skilled Manual,North America,0.0
11270,M,M,60000.0,1.0,0.0,Partial College,Skilled Manual,North America,0.0
11271,M,F,60000.0,1.0,0.0,Partial College,Skilled Manual,North America,0.0
11272,M,F,60000.0,1.0,0.0,Partial College,Skilled Manual,North America,0.0
11273,M,M,60000.0,1.0,0.0,Partial College,Skilled Manual,North America,0.0
11274,M,F,60000.0,1.0,0.0,Partial College,Skilled Manual,North America,0.0
11275,M,M,60000.0,4.0,3.0,Bachelors,Professional,North America,0.0
11276,S,F,60000.0,4.0,3.0,Bachelors,Professional,North America,0.0
11277,S,M,70000.0,2.0,0.0,Graduate Degree,Professional,North America,2.0
11278,S,F,70000.0,2.0,0.0,Graduate Degree,Professional,North America,2.0
11279,S,F,70000.0,2.0,0.0,Graduate Degree,Professional,North America,2.0
11280,M,F,70000.0,5.0,5.0,Graduate Degree,Professional,North America,4.0
11281,S,F,70000.0,5.0,5.0,Graduate Degree,Professional,North America,4.0
11282,S,F,80000.0,1.0,0.0,Graduate Degree,Professional,North America,0.0
11283,S,F,80000.0,3.0,0.0,Graduate Degree,Professional,North America,2.0
11284,M,M,80000.0,1.0,0.0,Partial College,Skilled Manual,North America,0.0
11285,S,F,60000.0,1.0,0.0,Bachelors,Professional,North America,0.0
11286,M,M,60000.0,1.0,0.0,Bachelors,Professional,North America,0.0
11287,S,F,60000.0,1.0,0.0,Bachelors,Professional,North America,0.0
11288,M,F,60000.0,1.0,0.0,Bachelors,Professional,North America,0.0
11289,M,M,80000.0,4.0,4.0,Graduate Degree,Management,Asia,0.0
11290,S,F,80000.0,4.0,4.0,Graduate Degree,Management,Asia,0.0
11291,M,M,90000.0,1.0,0.0,Graduate Degree,Management,Asia,0.0
11292,M,M,100000.0,1.0,0.0,Graduate Degree,Management,Asia,0.0
11293,M,F,60000.0,2.0,2.0,Bachelors,Professional,Asia,0.0
11294,S,F,80000.0,4.0,4.0,Graduate Degree,Management,Asia,0.0
11295,M,M,80000.0,4.0,4.0,Graduate Degree,Management,Asia,0.0
11296,S,F,90000.0,2.0,0.0,Bachelors,Professional,Asia,0.0
11297,M,F,60000.0,2.0,2.0,Bachelors,Professional,Asia,0.0
11298,M,F,60000.0,2.0,2.0,Bachelors,Professional,Asia,0.0
11299,M,M,60000.0,2.0,2.0,Bachelors,Professional,Asia,0.0
11300,M,F,60000.0,2.0,2.0,Bachelors,Professional,Asia,0.0
11301,M,M,70000.0,5.0,5.0,Bachelors,Professional,Asia,4.0
11302,M,F,70000.0,5.0,5.0,Bachelors,Professional,Asia,4.0
11303,S,F,60000.0,2.0,2.0,Bachelors,Professional,Asia,0.0
11304,M,F,70000.0,5.0,5.0,Bachelors,Professional,Asia,4.0
11305,S,F,110000.0,1.0,0.0,Graduate Degree,Management,Asia,0.0
11306,M,F,70000.0,5.0,5.0,Bachelors,Professional,Asia,4.0
11307,S,M,80000.0,5.0,5.0,Graduate Degree,Management,Asia,4.0
11308,S,F,80000.0,5.0,5.0,Bachelors,Professional,Asia,4.0
11309,M,F,60000.0,2.0,0.0,High School,Professional,North America,0.0
11310,S,M,60000.0,2.0,0.0,High School,Professional,North America,0.0
11311,S,F,60000.0,2.0,0.0,High School,Professional,North America,0.0
11312,S,M,90000.0,2.0,0.0,Partial College,Professional,North America,0.0
11313,M,M,90000.0,2.0,0.0,Partial College,Professional,North America,0.0
11314,M,M,80000.0,2.0,0.0,Partial High School,Skilled Manual,North America,0.0
11315,S,M,80000.0,2.0,0.0,Partial High School,Skilled Manual,North America,0.0
11316,S,F,80000.0,2.0,0.0,Partial High School,Skilled Manual,North America,0.0
11317,S,F,80000.0,2.0,0.0,Partial High School,Skilled Manual,North America,0.0
11318,S,F,80000.0,2.0,0.0,Partial High School,Skilled Manual,North America,0.0
11319,S,M,80000.0,2.0,0.0,Partial High School,Skilled Manual,North America,0.0
11320,S,M,90000.0,4.0,4.0,Partial College,Professional,North America,0.0
11321,S,M,100000.0,4.0,1.0,Partial College,Professional,North America,0.0
11322,M,M,100000.0,4.0,1.0,Partial College,Professional,North America,0.0
11323,S,M,120000.0,2.0,2.0,Bachelors,Management,North America,0.0
11324,S,F,120000.0,2.0,2.0,Bachelors,Management,North America,0.0
11325,M,F,120000.0,3.0,2.0,Bachelors,Management,North America,0.0
11326,S,M,120000.0,3.0,2.0,Bachelors,Management,North America,0.0
11327,S,M,80000.0,4.0,3.0,Partial College,Professional,North America,0.0
11328,M,M,90000.0,0.0,0.0,Partial College,Professional,North America,0.0
11329,M,M,100000.0,5.0,2.0,Partial College,Professional,North America,0.0
11330,M,F,120000.0,4.0,2.0,Partial College,Professional,North America,0.0
11331,S,M,130000.0,2.0,2.0,Bachelors,Management,North America,0.0
11332,M,F,160000.0,1.0,1.0,Bachelors,Management,North America,0.0
11333,S,M,80000.0,3.0,0.0,Partial College,Professional,North America,0.0
11334,S,F,80000.0,3.0,0.0,Partial College,Professional,North America,0.0
11335,S,M,90000.0,2.0,1.0,Partial College,Professional,North America,0.0
11336,S,M,80000.0,4.0,3.0,Partial College,Professional,North America,0.0
11337,M,F,90000.0,0.0,0.0,Partial College,Professional,North America,0.0
11338,M,M,100000.0,0.0,2.0,Partial College,Professional,North America,0.0
11339,M,M,100000.0,0.0,2.0,Partial College,Professional,North America,0.0
11340,M,F,130000.0,3.0,2.0,Bachelors,Management,North America,0.0
11341,S,M,160000.0,1.0,1.0,Bachelors,Management,North America,0.0
11342,S,F,80000.0,5.0,4.0,Partial College,Professional,North America,4.0
11343,S,M,90000.0,5.0,4.0,Partial College,Professional,North America,4.0
11344,M,M,90000.0,5.0,4.0,Partial College,Professional,North America,4.0
11345,S,M,100000.0,1.0,2.0,Partial College,Professional,North America,0.0
11346,S,F,130000.0,1.0,3.0,Bachelors,Management,North America,0.0
11347,M,M,160000.0,1.0,2.0,Bachelors,Management,North America,0.0
11348,S,M,70000.0,5.0,4.0,Partial College,Professional,North America,4.0
11349,M,F,80000.0,5.0,4.0,Partial College,Professional,North America,4.0
11350,M,F,80000.0,5.0,4.0,Partial College,Professional,North America,4.0
11351,M,M,80000.0,5.0,4.0,Partial College,Professional,North America,4.0
11352,S,F,90000.0,4.0,3.0,Partial College,Professional,North America,0.0
11353,S,M,90000.0,4.0,3.0,High School,Professional,North America,0.0
11354,S,M,90000.0,4.0,3.0,High School,Professional,North America,0.0
11355,M,F,110000.0,1.0,3.0,Partial College,Professional,North America,0.0
11356,S,F,120000.0,1.0,3.0,High School,Professional,North America,0.0
11357,S,F,130000.0,1.0,3.0,Bachelors,Management,North America,0.0
11358,S,M,60000.0,2.0,0.0,High School,Professional,North America,0.0
11359,S,M,60000.0,2.0,0.0,High School,Professional,North America,0.0
11360,M,M,70000.0,4.0,3.0,High School,Professional,North America,0.0
11361,M,F,90000.0,2.0,1.0,High School,Professional,North America,0.0
11362,S,M,70000.0,2.0,0.0,Partial High School,Skilled Manual,North America,0.0
11363,S,M,70000.0,2.0,0.0,Partial High School,Skilled Manual,North America,0.0
11364,M,F,40000.0,3.0,0.0,Partial College,Professional,North America,0.0
11365,S,F,40000.0,3.0,0.0,Partial College,Professional,North America,0.0
11366,M,M,50000.0,2.0,0.0,Graduate Degree,Management,North America,2.0
11367,M,M,50000.0,2.0,0.0,Graduate Degree,Management,North America,2.0
11368,S,M,50000.0,2.0,0.0,Graduate Degree,Management,North America,2.0
11369,M,M,70000.0,4.0,0.0,Graduate Degree,Management,North America,2.0
11370,S,F,50000.0,2.0,0.0,Graduate Degree,Management,North America,2.0
11371,S,F,80000.0,5.0,4.0,Partial College,Professional,North America,4.0
11372,S,F,80000.0,5.0,4.0,Partial College,Professional,North America,4.0
11373,M,F,100000.0,3.0,2.0,Partial College,Professional,North America,0.0
11374,M,F,100000.0,0.0,3.0,Partial College,Professional,North America,0.0
11375,M,F,110000.0,3.0,3.0,Partial College,Professional,North America,0.0
11376,S,M,110000.0,3.0,3.0,Partial College,Professional,North America,0.0
11377,S,M,160000.0,1.0,3.0,Partial College,Professional,North America,0.0
